decade,actor_name,main_genre,degree_centrality,betweenness_centrality
2000,Kirsten Dunst,Action,0.034782608695652174,0.028867523733252638
2000,Jack Black,Comedy,0.034782608695652174,0.04686918099109065
2000,Ben Stiller,Comedy,0.034782608695652174,0.06363612545979704
2000,Christian Bale,Action,0.030434782608695653,0.02597633871291158
2000,Hugh Jackman,Action,0.02826086956521739,0.024534638527250043
2000,Keira Knightley,Action,0.02826086956521739,0.0008359382400303115
2000,Brad Pitt,Drama,0.026086956521739132,0.018793217770199867
2000,Anne Hathaway,Comedy,0.026086956521739132,0.037797357121739004
2000,Rachel McAdams,Action,0.026086956521739132,0.02873458156990407
2000,Amanda Seyfried,Comedy,0.026086956521739132,0.04575999989611804
2000,Meryl Streep,Comedy,0.026086956521739132,0.040369606975176726
2000,Hugo Weaving,Action,0.026086956521739132,0.0341950274473718
2000,Jim Broadbent,Drama,0.026086956521739132,0.027250021904042927
2000,Ian McKellen,Action,0.021739130434782608,0.027062296054907568
2000,Cameron Diaz,Comedy,0.021739130434782608,0.017778683668851332
2000,Michael Caine,Action,0.021739130434782608,0.00733467915053592
2000,Sean Astin,Action,0.01956521739130435,0.04058461309669039
2000,Ewan McGregor,Action,0.01956521739130435,0.017937766479255525
2000,Natalie Portman,Action,0.01956521739130435,0.014105396172034403
2000,Elijah Wood,Action,0.01956521739130435,0.04617890805373042
2000,Johnny Depp,Action,0.01956521739130435,0.0004949322724258785
2000,Brady Corbet,Drama,0.017391304347826087,0.032164250319265945
2000,Mary Steenburgen,Comedy,0.017391304347826087,0.03001854120850997
2000,Joseph Gordon-Levitt,Comedy,0.017391304347826087,0.009472387989012029
2000,Malin Åkerman,Action,0.017391304347826087,0.010419347947054682
2000,Dakota Fanning,Drama,0.017391304347826087,0.0002652268636923368
2000,Ethan Hawke,Action,0.017391304347826087,0.00015155820782419247
2000,Lindsay Lohan,Comedy,0.017391304347826087,0.009472387989012029
2000,Ed Asner,Comedy,0.017391304347826087,0.009472387989012029
2000,Michael Cera,Comedy,0.017391304347826087,0.009472387989012029
2000,Andy Serkis,Action,0.017391304347826087,0.00984883647500868
2000,Jena Malone,Drama,0.017391304347826087,0.018641659562375675
2000,Jennifer Garner,Comedy,0.017391304347826087,0.018641659562375675
2000,Ian Holm,Action,0.017391304347826087,0.009472387989012029
2000,Michelle Rodriguez,Action,0.017391304347826087,0.00030311641564838494
2000,Heath Ledger,Action,0.017391304347826087,0.01771658519456192
2000,Drew Barrymore,Comedy,0.017391304347826087,0.02477546305693508
2000,Jake Gyllenhaal,Drama,0.017391304347826087,0.02800381075672354
2000,Holly Hunter,Action,0.017391304347826087,0.028747875717895614
2000,Will Ferrell,Comedy,0.017391304347826087,0.03885229478508819
2000,Luke Wilson,Comedy,0.017391304347826087,0.009472387989012029
2000,Mary Lynn Rajskub,Drama,0.017391304347826087,0.04087884726915701
2000,Craig T. Nelson,Action,0.017391304347826087,0.021116204399097276
2000,Owen Wilson,Comedy,0.017391304347826087,0.009472387989012029
2000,Justin Theroux,Drama,0.017391304347826087,0.009472387989012029
2000,Maribel Verdú,Drama,0.017391304347826087,0.00015155820782419247
2000,Gwyneth Paltrow,Action,0.017391304347826087,0.04437214845924712
2000,Robert Downey Jr.,Action,0.017391304347826087,0.04855578648772745
2000,William Hurt,Action,0.017391304347826087,0.009472387989012029
2000,Jude Law,Action,0.017391304347826087,0.046002938627263734
2000,Liam Neeson,Action,0.017391304347826087,0.015571834940973936
2000,Megan Fox,Action,0.017391304347826087,0.02484398068015572
2000,Adam Sandler,Comedy,0.017391304347826087,0.045829748724747287
2000,Jason Schwartzman,Comedy,0.017391304347826087,0.010834307226037839
2000,Kate Hudson,Comedy,0.017391304347826087,0.009472387989012029
2000,Billy Crudup,Action,0.017391304347826087,0.005501562944018187
2000,Angelina Jolie,Comedy,0.017391304347826087,0.013862077110158943
2000,Adam Brody,Comedy,0.017391304347826087,0.017404750218049447
2000,Julie Andrews,Comedy,0.017391304347826087,0.010557611665170627
2000,Tom Hanks,Drama,0.017391304347826087,0.0002652268636923368
2000,Marlon Wayans,Comedy,0.017391304347826087,0.00015155820782419247
2000,Paul Dano,Drama,0.017391304347826087,0.00030311641564838494
2000,John Leguizamo,Comedy,0.017391304347826087,0.01739203015417848
2000,Abigail Breslin,Comedy,0.017391304347826087,0.00030311641564838494
2000,Jason Lee,Action,0.017391304347826087,0.014796148879695341
2000,Jada Pinkett Smith,Action,0.017391304347826087,0.027235469213303817
2000,Colin Firth,Comedy,0.017391304347826087,0.02110582577831793
2000,Hugh Grant,Drama,0.017391304347826087,0.017532180490407282
2000,Tobey Maguire,Action,0.017391304347826087,3.788955195604811e-05
2000,James Franco,Action,0.017391304347826087,3.788955195604811e-05
2000,Paul Walker,Action,0.017391304347826087,0.00030311641564838494
2000,John Goodman,Comedy,0.017391304347826087,0.00015155820782419247
2000,Mark Ruffalo,Comedy,0.017391304347826087,0.01642827823560987
2000,Jim Carrey,Comedy,0.017391304347826087,0.009472387989012029
2000,Kate Winslet,Comedy,0.017391304347826087,0.061524307815157456
