decade,actor_name,main_genre,degree_centrality,betweenness_centrality
1990,Tom Hanks,Comedy,0.05186721991701245,0.03458836498255584
1990,Bruce Willis,Action,0.049792531120331954,0.10094028869962457
1990,Val Kilmer,Action,0.04149377593360996,0.10013964765002133
1990,Tom Cruise,Drama,0.04149377593360996,0.061386534726783716
1990,Julianne Moore,Drama,0.03319502074688797,0.02542928798115522
1990,Joe Pesci,Comedy,0.03319502074688797,0.033060939285005676
1990,Robert De Niro,Drama,0.03112033195020747,0.060235579841388914
1990,Keanu Reeves,Action,0.024896265560165977,0.02022066752357209
1990,Sandra Bullock,Action,0.024896265560165977,0.05605640636760973
1990,Bill Pullman,Action,0.024896265560165977,0.01744860313325045
1990,Danny DeVito,Comedy,0.024896265560165977,0.016193756338984535
1990,Jim Carrey,Action,0.024896265560165977,0.02022066752357209
1990,Nicole Kidman,Action,0.024896265560165977,0.0659151662263695
1990,Gary Oldman,Action,0.024896265560165977,0.06899063237237531
1990,Kevin Spacey,Drama,0.024896265560165977,0.029985938699631648
1990,Arnold Schwarzenegger,Action,0.024896265560165977,0.02238334727961281
1990,Jeff Goldblum,Action,0.024896265560165977,0.028553080005362164
1990,James Woods,Drama,0.024896265560165977,0.016393762555588273
1990,Winona Ryder,Drama,0.024896265560165977,0.03961318484140061
1990,Don Rickles,Comedy,0.02074688796680498,0.015099291759042807
1990,Macaulay Culkin,Comedy,0.01867219917012448,0.010181502920092131
1990,Tony Leung Chiu-wai,Action,0.016597510373443983,0.0002760500685811889
1990,Ben Affleck,Action,0.016597510373443983,0.0113567217301657
1990,Liv Tyler,Action,0.016597510373443983,0.012975243265699698
1990,Takeshi Kaneshiro,Action,0.016597510373443983,0.0002760500685811889
1990,Robin Tunney,Comedy,0.016597510373443983,0.020082642489281495
1990,Matthew Broderick,Comedy,0.016597510373443983,0.00013802503429059446
1990,Renée Zellweger,Comedy,0.016597510373443983,0.019901998117765718
1990,Edward Furlong,Action,0.016597510373443983,0.005360403493183576
1990,James Caan,Comedy,0.016597510373443983,0.0004140751028717834
1990,Rachel True,Comedy,0.016597510373443983,0.010179346278931342
1990,Clea DuVall,Comedy,0.016597510373443983,0.010179346278931342
1990,Sigourney Weaver,Action,0.016597510373443983,0.010179346278931342
1990,Kathy Bates,Drama,0.016597510373443983,0.0005521001371623778
1990,Will Smith,Action,0.016597510373443983,0.0024247116570768014
